Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.12-53-65350-17,192.168.10.12,65350.0,192.168.10.3,53.0,17.0,6/7/2017 9:13,362.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,613259.6685,11049.72376,120.6666667,104.0688874,190.0,1.0,1.0,1.0,0.0,1.0,1.0,190.0,190.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,40.0,40.0,5524.861878,5524.861878,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-389-34932-6,192.168.10.3,389.0,192.168.10.12,34932.0,6.0,6/7/2017 9:13,2.0,3.0,0.0,12.0,0.0,6.0,0.0,4.0,3.464101615,0.0,0.0,0.0,0.0,6000000.0,1500000.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1500000.0,0.0,0.0,6.0,3.0,3.464101615,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,2079.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.19-53-15578-17,192.168.10.19,15578.0,192.168.10.3,53.0,17.0,6/7/2017 9:13,217687.0,2.0,2.0,60.0,236.0,30.0,30.0,30.0,0.0,118.0,118.0,118.0,0.0,1359.750467,18.37500632,72562.33333,125636.6167,217635.0,4.0,48.0,48.0,0.0,48.0,48.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,9.187503158,9.187503158,30.0,118.0,65.2,48.19958506,2323.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.5,30.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,236.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-123-123-17,192.168.10.8,123.0,192.168.10.3,123.0,17.0,6/7/2017 9:14,80.0,2.0,2.0,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2400000.0,50000.0,26.66666667,40.12895879,73.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,25000.0,25000.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,96.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.8-52.25.255.160-49241-443-6,192.168.10.8,49241.0,52.25.255.160,443.0,6.0,6/7/2017 9:14,60935096.0,14.0,13.0,1292.0,4022.0,891.0,0.0,92.28571429,238.1190486,1615.0,2.0,309.3846154,589.7272729,87.20754292,0.443094403,2343657.538,4275454.826,10000000.0,19.0,60900000.0,4687315.077,5184972.476,10100000.0,436.0,60900000.0,5070938.333,5233898.718,10100000.0,49.0,0.0,0.0,0.0,0.0,292.0,264.0,0.229752654,0.21334175,0.0,1615.0,189.7857143,441.6092086,195018.6931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,196.8148148,92.28571429,309.3846154,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1292.0,13.0,4022.0,8192.0,31185.0,13.0,20.0,124661.6667,99395.50932,327546.0,83500.0,9997677.667,5105.472698,10000000.0,9993414.0,BENIGN
192.168.10.8-52.25.255.160-49239-443-6,192.168.10.8,49239.0,52.25.255.160,443.0,6.0,6/7/2017 9:14,60935545.0,16.0,13.0,2251.0,5277.0,955.0,0.0,140.6875,310.7148143,3075.0,2.0,405.9230769,892.8630412,123.5403737,0.475912704,2176269.464,4140445.673,9997018.0,84.0,60900000.0,4062369.667,5046396.225,10100000.0,176.0,60900000.0,5070938.333,5229866.704,10100000.0,1421.0,0.0,0.0,0.0,0.0,332.0,264.0,0.262572526,0.213340178,0.0,3075.0,250.9333333,632.0280948,399459.5126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,259.5862069,140.6875,405.9230769,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2251.0,13.0,5277.0,8192.0,33425.0,15.0,20.0,179660.1667,230571.0071,650298.0,83604.0,9961047.667,80497.26463,9997018.0,9796770.0,BENIGN
172.217.9.226-192.168.10.17-443-34569-6,192.168.10.17,34569.0,172.217.9.226,443.0,6.0,6/7/2017 9:14,116390003.0,27.0,24.0,2635.0,9027.0,1344.0,0.0,97.59259259,305.5256831,1418.0,0.0,376.125,587.4537771,100.1976089,0.438181963,2327800.06,4182074.853,10000000.0,1.0,116000000.0,4476538.577,4958658.129,10100000.0,1.0,111000000.0,4835967.174,5102041.901,10100000.0,1.0,0.0,0.0,0.0,0.0,872.0,776.0,0.231978686,0.206203277,0.0,1418.0,224.2692308,472.8169283,223555.8477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,228.6666667,97.59259259,376.125,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2635.0,24.0,9027.0,29200.0,391.0,5.0,32.0,99030.08333,215285.9439,782646.0,36261.0,9600136.583,1410028.004,10000000.0,5122955.0,BENIGN
192.168.10.1-192.168.10.3-53-60862-17,192.168.10.3,60862.0,192.168.10.1,53.0,17.0,6/7/2017 9:14,425.0,1.0,1.0,64.0,130.0,64.0,64.0,64.0,0.0,130.0,130.0,130.0,0.0,456470.5882,4705.882353,425.0,0.0,425.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,2352.941176,2352.941176,64.0,130.0,86.0,38.10511777,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,64.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,1.0,130.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61329-17,192.168.10.3,61329.0,192.168.10.1,53.0,17.0,6/7/2017 9:14,20533784.0,2.0,2.0,96.0,144.0,50.0,46.0,48.0,2.828427125,78.0,66.0,72.0,8.485281374,11.68805516,0.194800919,6844594.667,11800000.0,20500000.0,30784.0,20500000.0,20500000.0,0.0,20500000.0,20500000.0,20500000.0,20500000.0,0.0,20500000.0,20500000.0,0.0,0.0,0.0,0.0,40.0,40.0,0.09740046,0.09740046,46.0,78.0,58.0,13.56465997,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.5,48.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,144.0,-1.0,-1.0,1.0,20.0,33466.0,0.0,33466.0,33466.0,20500000.0,0.0,20500000.0,20500000.0,BENIGN
192.168.10.17-192.168.10.50-39176-21-6,192.168.10.50,21.0,192.168.10.17,39176.0,6.0,6/7/2017 9:14,1.0,2.0,0.0,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,14000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,2000000.0,0.0,0.0,14.0,9.333333333,8.082903769,65.33333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,227.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.11.34-192.168.10.17-443-42555-6,192.168.10.17,42555.0,172.217.11.34,443.0,6.0,6/7/2017 9:14,115970440.0,22.0,19.0,931.0,4991.0,544.0,0.0,42.31818182,123.7083307,1418.0,0.0,262.6842105,500.5041961,51.06473684,0.353538367,2899261.0,4510567.124,10000000.0,1.0,116000000.0,5522401.905,4985223.259,10000000.0,1.0,111000000.0,6148887.556,5027494.016,10000000.0,48.0,0.0,0.0,0.0,0.0,712.0,616.0,0.189703514,0.163834853,0.0,1418.0,141.0,361.092921,130388.0976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,144.4390244,42.31818182,262.6842105,0.0,0.0,0.0,0.0,0.0,0.0,22.0,931.0,19.0,4991.0,29200.0,357.0,4.0,32.0,51151.91667,49170.91122,207286.0,36677.0,9613051.333,1373173.32,10000000.0,5252658.0,BENIGN
192.168.10.3-192.168.10.17-53-58033-17,192.168.10.17,58033.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,31743.0,2.0,2.0,60.0,414.0,30.0,30.0,30.0,0.0,207.0,207.0,207.0,0.0,14932.42605,126.0120341,10581.0,18321.63344,31737.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,80.0,63.00601707,63.00601707,30.0,207.0,100.8,96.94689268,9398.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,30.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,414.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-60100-17,192.168.10.17,60100.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,301.0,2.0,2.0,62.0,94.0,31.0,31.0,31.0,0.0,47.0,47.0,47.0,0.0,518272.4252,13289.03654,100.3333333,94.62733925,192.0,3.0,3.0,3.0,0.0,3.0,3.0,192.0,192.0,0.0,192.0,192.0,0.0,0.0,0.0,0.0,40.0,80.0,6644.518272,6644.518272,31.0,47.0,37.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.75,31.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,2.0,94.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-62201-17,192.168.10.17,62201.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,340.0,2.0,2.0,74.0,444.0,37.0,37.0,37.0,0.0,222.0,222.0,222.0,0.0,1523529.412,11764.70588,113.3333333,94.87535683,174.0,4.0,4.0,4.0,0.0,4.0,4.0,174.0,174.0,0.0,174.0,174.0,0.0,0.0,0.0,0.0,40.0,40.0,5882.352941,5882.352941,37.0,222.0,111.0,101.3286731,10267.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.75,37.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,2.0,444.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-17609-17,192.168.10.17,17609.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,58500.0,2.0,2.0,60.0,264.0,30.0,30.0,30.0,0.0,132.0,132.0,132.0,0.0,5538.461538,68.37606838,19500.0,33771.52666,58496.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,64.0,34.18803419,34.18803419,30.0,132.0,70.8,55.86770087,3121.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.5,30.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,264.0,-1.0,-1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.16-97.127.97.146-123-123-17,192.168.10.16,123.0,97.127.97.146,123.0,17.0,6/7/2017 9:14,68047632.0,2.0,2.0,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.821552997,0.058782354,22700000.0,39200000.0,68000000.0,47554.0,68000000.0,68000000.0,0.0,68000000.0,68000000.0,68000000.0,68000000.0,0.0,68000000.0,68000000.0,0.0,0.0,0.0,0.0,40.0,40.0,0.029391177,0.029391177,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,96.0,-1.0,-1.0,1.0,20.0,47554.0,0.0,47554.0,47554.0,68000000.0,0.0,68000000.0,68000000.0,BENIGN
192.168.10.17-74.117.200.68-38642-443-6,192.168.10.17,38642.0,74.117.200.68,443.0,6.0,6/7/2017 9:14,687.0,3.0,0.0,31.0,0.0,31.0,0.0,10.33333333,17.89785834,0.0,0.0,0.0,0.0,45123.72635,4366.812227,343.5,480.1255044,683.0,4.0,687.0,343.5,480.1255044,683.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,4366.812227,0.0,0.0,31.0,7.75,15.5,240.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.33333333,10.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,0.0,29886.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-208.185.118.99-50222-80-6,192.168.10.15,50222.0,208.185.118.99,80.0,6.0,6/7/2017 9:14,83107494.0,4620.0,4909.0,16095.0,10700000.0,345.0,0.0,3.483766234,5.838517253,7300.0,0.0,2176.361581,850.0393611,128747.1621,114.6587334,8722.448992,290303.3727,10000000.0,-1.0,81600000.0,17663.34423,417275.9709,10000000.0,0.0,83100000.0,16927.38692,405512.5637,10100000.0,0.0,0.0,0.0,0.0,0.0,120848.0,98288.0,55.59065468,59.06807875,0.0,7300.0,1122.754879,1245.623308,1551577.425,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1122.872704,3.483766234,2176.361581,0.0,0.0,0.0,0.0,0.0,0.0,4620.0,16095.0,4909.0,10683759.0,8192.0,946.0,2626.0,20.0,189729.375,453284.6983,1311545.0,27981.0,10000000.0,7731.839644,10000000.0,10000000.0,BENIGN
192.168.10.255-192.168.10.17-138-138-17,192.168.10.17,138.0,192.168.10.255,138.0,17.0,6/7/2017 9:14,24.0,13.0,0.0,3055.0,0.0,235.0,235.0,235.0,0.0,0.0,0.0,0.0,0.0,127000000.0,541666.6667,2.0,1.651445648,7.0,1.0,24.0,2.0,1.651445648,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,541666.6667,0.0,235.0,235.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0769231,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3055.0,0.0,0.0,-1.0,-1.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.12.198-192.168.10.15-80-50123-6,192.168.10.15,50123.0,172.217.12.198,80.0,6.0,6/7/2017 9:14,91.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,131868.1319,21978.02198,91.0,0.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10989.01099,10989.01099,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,256.0,344.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.12.198-192.168.10.15-80-50087-6,172.217.12.198,80.0,192.168.10.15,50087.0,6.0,6/7/2017 9:14,51.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,235294.1176,39215.68627,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,19607.84314,19607.84314,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,344.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
151.101.22.2-192.168.10.15-80-50176-6,151.101.22.2,80.0,192.168.10.15,50176.0,6.0,6/7/2017 9:14,348.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,34482.75862,5747.126437,348.0,0.0,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2873.563218,2873.563218,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,61.0,251.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-47780-17,192.168.10.17,47780.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,415.0,2.0,2.0,88.0,224.0,44.0,44.0,44.0,0.0,112.0,112.0,112.0,0.0,751807.2289,9638.554217,138.3333333,237.8683109,413.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,40.0,4819.277108,4819.277108,44.0,112.0,71.2,37.24513391,1387.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,44.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,224.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-74.117.200.68-38643-443-6,74.117.200.68,443.0,192.168.10.17,38643.0,6.0,6/7/2017 9:14,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5131.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.15-53-51664-17,192.168.10.15,51664.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,37939.0,2.0,2.0,58.0,276.0,29.0,29.0,29.0,0.0,138.0,138.0,138.0,0.0,8803.605788,105.4324046,12646.33333,21820.0874,37842.0,48.0,48.0,48.0,0.0,48.0,48.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,40.0,52.71620232,52.71620232,29.0,138.0,72.6,59.70175877,3564.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.75,29.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,2.0,276.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.15-53-49989-17,192.168.10.15,49989.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,154.0,2.0,2.0,78.0,110.0,39.0,39.0,39.0,0.0,55.0,55.0,55.0,0.0,1220779.221,25974.02597,51.33333333,49.08496036,102.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,12987.01299,12987.01299,39.0,55.0,45.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.75,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,2.0,110.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.15-53-55676-17,192.168.10.15,55676.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,154.0,2.0,2.0,82.0,114.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,1272727.273,25974.02597,51.33333333,49.08496036,102.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,12987.01299,12987.01299,41.0,57.0,47.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.25,41.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,2.0,114.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.15-53-52741-17,192.168.10.15,52741.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,231.0,2.0,2.0,138.0,394.0,69.0,69.0,69.0,0.0,197.0,197.0,197.0,0.0,2303030.303,17316.01732,77.0,50.22947342,135.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,8658.008658,8658.008658,69.0,197.0,120.2,70.10848736,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.25,69.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,138.0,2.0,394.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-72.21.91.70-49560-443-6,192.168.10.15,49560.0,72.21.91.70,443.0,6.0,6/7/2017 9:14,116961318.0,6.0,3.0,218.0,166.0,108.0,6.0,36.33333333,40.20779361,74.0,46.0,55.33333333,16.16580754,3.283136738,0.076948517,14600000.0,27000000.0,58400000.0,24052.0,117000000.0,23400000.0,31900000.0,58400000.0,77889.0,117000000.0,58400000.0,12829.03833,58500000.0,58400000.0,1.0,0.0,0.0,0.0,120.0,60.0,0.051299012,0.025649506,6.0,108.0,49.2,38.25295922,1463.288889,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.66666667,36.33333333,55.33333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0,218.0,3.0,166.0,254.0,294.0,5.0,20.0,81486.5,5087.633291,85084.0,77889.0,58400000.0,22074.4595,58400000.0,58300000.0,BENIGN
192.168.10.15-23.208.101.109-50285-80-6,192.168.10.15,50285.0,23.208.101.109,80.0,6.0,6/7/2017 9:14,5418230.0,3.0,1.0,12.0,0.0,6.0,0.0,4.0,3.464101615,0.0,0.0,0.0,0.0,2.214745406,0.738248469,1806076.667,3107841.95,5394678.0,74.0,5418230.0,2709115.0,3797959.617,5394678.0,23552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.553686351,0.184562117,0.0,6.0,2.4,3.286335345,10.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61486-17,192.168.10.3,61486.0,192.168.10.1,53.0,17.0,6/7/2017 9:14,31442.0,1.0,1.0,47.0,113.0,47.0,47.0,47.0,0.0,113.0,113.0,113.0,0.0,5088.734813,63.60918517,31442.0,0.0,31442.0,31442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,31.80459258,31.80459258,47.0,113.0,69.0,38.10511777,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.5,47.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,113.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.15-53-55256-17,192.168.10.15,55256.0,192.168.10.3,53.0,17.0,6/7/2017 9:14,30973.0,2.0,2.0,90.0,146.0,45.0,45.0,45.0,0.0,73.0,73.0,73.0,0.0,7619.539599,129.144739,10324.33333,17838.11678,30922.0,3.0,48.0,48.0,0.0,48.0,48.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,64.57236948,64.57236948,45.0,73.0,56.2,15.33623161,235.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.25,45.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,146.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
